Name,dipole_Boltzmann_Debye,dipole_moment_Boltzmann_average,dipole_moment_Boltzmann_std,dipole_moment_Boltzmann_skewness,dipole_moment_mean,dipole_moment_std,dipole_moment_skewness
Sulfur-14,9.218195348340313,3.626717755566572,0.0475753909501112,0.7065978845945465,3.6380563686,0.0521860022691744,0.3035901468709339
Sulfur-15,9.863567693810808,3.880626818655683,0.2225431093586543,0.8449262614337603,3.9936232063,0.2395899623296395,-0.1091957510091835
Sulfur-18,10.526389036066552,4.141400846530909,0.1242871860804221,-6.475743591843616,4.0235864587000005,0.3287957413029844,-2.496002042118138
Sulfur-19,8.259119050326847,3.2493880389019387,0.0195133144281277,0.9799469933418836,3.2553631924,0.0218150989401024,0.3889802455858654
DIO-1,7.563045897098839,2.9755317396383587,0.1023352370216752,0.6415397058785155,2.9408857943,0.1263958746486438,0.1412789076288392
DIO-2,11.40009990717398,4.485145214027672,0.0904866490554671,-0.6902518612804123,4.445871738999999,0.1055169021678647,-0.5229942208317613
DIO-3,10.875039966721848,4.278570701683743,0.0771767897325529,-1.2966327824691375,4.2405692808,0.1005821492696924,-0.6531812469260891
EST-1,6.335695866938997,2.492654996580696,0.1128735192990658,0.9814681221057244,2.5130715705,0.1210341125454575,0.8058518711095856
EST-2,10.26978812245983,4.040446261136963,0.0709128755081365,-0.451355662480648,4.0435717788000005,0.0728590580795576,-0.6106561307951441
EST-3,9.652603186981668,3.797626980422775,0.0692272798581928,-1.7369122495982268,3.7826884244,0.0781114267543332,-1.2911759542225654
EST-4,5.699293358495345,2.2422749395475967,0.077696103305496,0.7068094663923474,2.2419051118999995,0.0790113258413235,0.5104968689739248
3CN,10.93553393344462,4.3023708637466616,0.0541058636279496,-5.518648408980417,3.9057308535999993,0.7250845625283857,-1.4665089755623668
S2,11.391409252578544,4.481726046811343,0.2116611065522495,0.3316497368973079,4.4618933451,0.2221009853083072,0.3335315177935956
S3,11.257715804599863,4.42912698774774,0.2032615226473415,0.6396694084419274,4.4692265387,0.1952913134951362,0.4008249731790311
S4,11.832251168969366,4.655166633081892,0.6024014232969429,-2.642329072274906,4.159340244699999,0.889260426237541,-0.8698483824174544
S5,11.51042616324446,4.528550910769392,0.1730023532009881,1.0710328934527424,4.5482295267,0.1795298452913431,0.8099498669720887
S6,12.642108484216752,4.973789074209915,0.1804890150363536,-0.4078568465669234,4.980190246599999,0.1862476417930383,-0.7879447001359682
S7,10.217216325963284,4.019762921221587,0.1460659435676182,0.0557973372972971,3.9465968546,0.4271848774903691,-2.1496357321934587
S8,11.28984429050421,4.441767308969586,0.1539649089190952,-0.4739682965729966,4.4612646604,0.1381737908246468,-0.8788490170130896
O5,12.26277546509076,4.824547954473327,0.1499445550466086,0.7949407874554859,4.8595642221,0.15879254252151,0.3467783074276707
