family,perm_id,auprc_null,auroc_null
graphmol_boltzmann,3,0.32156619647835094,0.43443708609271525
graphmol_boltzmann,4,0.36491189004610136,0.5189715621347877
graphmol_boltzmann,5,0.338285147475663,0.4084924035839501
graphmol_boltzmann,6,0.4192989119179301,0.5256719906505648
graphmol_boltzmann,7,0.34970806987743613,0.48702765874561743
graphmol_boltzmann,8,0.371199542819174,0.5038566419945462
graphmol_boltzmann,9,0.35430626039855173,0.4924814959096221
graphmol_boltzmann,10,0.29901108987217717,0.40381768601480333
graphmol_boltzmann,11,0.34133176594778913,0.47970393455395405
graphmol_boltzmann,12,0.3715986745931904,0.4832099727308142
graphmol_boltzmann,13,0.34717815916821976,0.47019867549668876
graphmol_boltzmann,14,0.392220907124875,0.4776003116478379
graphmol_boltzmann,15,0.3380681219789702,0.46014803272302296
graphmol_boltzmann,16,0.33630193304626455,0.4801714063108688
graphmol_boltzmann,17,0.353388189330979,0.41488118426178416
graphmol_boltzmann,18,0.3614962783001554,0.5072068562524348
graphmol_boltzmann,19,0.3520210249853387,0.4818854694195559
graphmol_boltzmann,20,0.36977868286880944,0.49629918192442546
graphmol_dipole,1,0.4636747731845887,0.5993767043241138
graphmol_dipole,2,0.40144497119957323,0.5553564472146474
graphmol_dipole,3,0.3530690864107493,0.45991429684456564
graphmol_dipole,4,0.3851744718858428,0.5304246201791976
graphmol_dipole,5,0.35218457158853667,0.43778730035060376
graphmol_dipole,6,0.40945579022017287,0.5059602649006623
graphmol_dipole,7,0.3358212349620535,0.472613946240748
graphmol_dipole,8,0.38788292749784115,0.5199065056486172
graphmol_dipole,9,0.34331862367072263,0.46155044799376704
graphmol_dipole,10,0.3017388799452852,0.4031943903389171
graphmol_dipole,11,0.3667920052123465,0.5026100506427736
graphmol_dipole,12,0.3620667962024732,0.48546941955590184
graphmol_dipole,13,0.3538253191572129,0.4705103233346319
graphmol_dipole,14,0.382329532566251,0.47082197117257496
graphmol_dipole,15,0.3518682600572801,0.47604207245812236
graphmol_dipole,16,0.34806641333483856,0.4988702765874562
graphmol_dipole,17,0.35684254609557103,0.41604986365407093
graphmol_dipole,18,0.3626601723148881,0.5040124659135177
graphmol_dipole,19,0.3549347483697615,0.48274250097389954
graphmol_dipole,20,0.3697522227700437,0.5058823529411764
