molecule_id,family,y_true,y_score,cv_fold
Li-18,sigma_profile,0,0.09853851777873418,5
06121KW,graphmol_conf0,0,0.028403591912754014,1
MJ01077,graphmol_conf0,0,0.004216109406739,1
MJ01075,graphmol_conf0,0,0.004426553672316384,1
MJ01066,graphmol_conf0,0,0.024192856109495144,1
PR10004,graphmol_conf0,0,0.0054686731129147395,1
08141KW,graphmol_conf0,0,0.0024807811506355306,1
07099KW,graphmol_conf0,0,0.0029675471761440543,1
AF01009,graphmol_conf0,0,0.002140485454121464,1
RT09068,graphmol_conf0,0,0.05644164367218315,1
07004KW,graphmol_conf0,0,0.008980269989615784,1
08116KW,graphmol_conf0,0,0.007406823661932169,1
08118KW,graphmol_conf0,0,0.005876359663767347,1
08131KW,graphmol_conf0,0,0.026477538245010285,1
09079KW,graphmol_conf0,0,0.06209056192434488,1
Acid4,graphmol_conf0,0,0.15388475884898004,1
6CB,graphmol_conf0,0,0.006528302439144516,1
PCH-4,graphmol_conf0,0,0.013885990655170558,1
PCH-5,graphmol_conf0,0,0.0014348552929146353,1
PCH-7,graphmol_conf0,0,0.0028136473238643362,1
Comp89,graphmol_conf0,0,0.09082503082031489,1
Comp120,graphmol_conf0,0,0.008007095198742924,1
EC1F,graphmol_conf0,1,0.6575967611843192,1
EC2F,graphmol_conf0,1,0.4871981900808416,1
EC3F,graphmol_conf0,1,0.5762851283283932,1
1O(M-O6)PEPEBNO2,graphmol_conf0,1,0.8911986758269596,1
RM734-3,graphmol_conf0,0,0.40172032261967033,1
5-5,graphmol_conf0,1,0.8107112945710794,1
6-2,graphmol_conf0,0,0.35991388276124386,1
6-5,graphmol_conf0,0,0.5445510742143026,1
6-6,graphmol_conf0,0,0.6736830981391081,1
UUQU-4-N,graphmol_conf0,0,0.6298184734551251,1
NT3-2,graphmol_conf0,1,0.7427268215723075,1
NT3F-1,graphmol_conf0,1,0.6244356554187298,1
NT3F-4,graphmol_conf0,0,0.6777080415491842,1
Sulfur-7,graphmol_conf0,1,0.727823486817314,1
Sulfur-14,graphmol_conf0,1,0.2431422386879338,1
3CN,graphmol_conf0,1,0.34433561806180046,1
S3,graphmol_conf0,1,0.7408409192107321,1
O5,graphmol_conf0,1,0.4582394495078329,1
SCUT1b,graphmol_conf0,1,0.646317737483326,1
M-0-2,graphmol_conf0,1,0.719972361109752,1
M-2-2,graphmol_conf0,1,0.7470892923941974,1
Li-4a,graphmol_conf0,0,0.505757412800331,1
Li-9c,graphmol_conf0,1,0.26111582469104366,1
Li-11a,graphmol_conf0,0,0.4112960533566278,1
Li-19,graphmol_conf0,0,0.2862620461858022,1
Li-22,graphmol_conf0,0,0.6497005460199773,1
Li-23,graphmol_conf0,1,0.7149759161144891,1
06119KW,graphmol_conf0,0,0.006628329297820823,2
MJ01056,graphmol_conf0,0,0.05138364558306648,2
MJ01071,graphmol_conf0,0,0.004060010621348911,2
MJ01073,graphmol_conf0,0,0.01928474389279533,2
RT08049,graphmol_conf0,0,0.005629728526924789,2
07080KW,graphmol_conf0,0,0.022314666846658893,2
08119KW,graphmol_conf0,0,0.0028739309867722657,2
08123KW,graphmol_conf0,0,0.00210057854917668,2
Acid5-HOBA,graphmol_conf0,0,0.4139774116036233,2
7CB,graphmol_conf0,0,0.0,2
5OCB,graphmol_conf0,0,0.0026314391927774825,2
Comp35,graphmol_conf0,0,0.0014285714285714286,2
RO-CM-4513,graphmol_conf0,0,0.0,2
PYP605,graphmol_conf0,0,0.002857142857142857,2
RO-CM-1540,graphmol_conf0,0,0.21565591130381412,2
Comp97,graphmol_conf0,0,0.22477865874413328,2
Comp113,graphmol_conf0,0,0.011664111755717275,2
BCH52F,graphmol_conf0,0,0.037522581174083296,2
I32,graphmol_conf0,0,0.024365748579592176,2
EC6F,graphmol_conf0,1,0.4318200731744488,2
1O(M-O5)PEPEBNO2,graphmol_conf0,1,0.8587997722013854,2
1O(M-O7)PEPEBNO2,graphmol_conf0,1,0.8640360786175992,2
5-2,graphmol_conf0,1,0.7223792207182858,2
5-8,graphmol_conf0,1,0.8027147932075461,2
6-1,graphmol_conf0,1,0.5972088077306865,2
